"id","number","vtown","category","condition","status","entry_date"
"1152","MD-38","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1153","MD-39","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1154","MD-40","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1155","MD-41","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1156","MD-42","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1157","S-07","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1158","S-122","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1159","S-150","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1160","S-189","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1161","S-19","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1162","S-195","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1163","S-204","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1164","S-208","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1165","S-211","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1166","S-212","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1167","S-214","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1168","S-215","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1169","S-216","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1170","S-223","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1171","S-224","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1172","S-225","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1173","S-226","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1174","S-228","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1175","S-231","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1176","S-235","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1177","S-237","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1178","S-238","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1179","S-240","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1180","S-244","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1181","S-247","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1182","S-261","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1183","S-264","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1184","S-265","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1185","S-274","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1186","S-278","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1187","S-28","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1188","S-280","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1189","S-282","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1190","S-283","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1191","S-286","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1192","S-29","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1193","S-297","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1194","S-299","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1195","S-300","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1196","S-307","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1197","S-308","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1198","S-310","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1199","S-314","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1200","S-315","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1201","S-316","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1202","S-318","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1203","S-321","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1204","S-322","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1205","S-361","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1206","S-363","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1207","S-382","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1208","S-384","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1209","S-385","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1210","S-50","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1211","S-59","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1212","C01-050","Shalimar Town","Mini Dumper","Old","Active","2023-05-27"
"1213","C01-237","Shalimar Town","Mini Dumper","Old","Active","2023-05-27"
"1214","M-112","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1215","M-114","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1216","M-117","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1217","M-120","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1218","M-121","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1219","M-123","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1220","M-16","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1221","M-38","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1222","M-42","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1223","M-50","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1224","M-73","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1225","M-87","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1226","MD-29","Shalimar Town","Mini Dumper","Old","Active","2023-05-27"
"1227","MD-50","Shalimar Town","Mini Dumper","Old","Active","2023-05-27"
"1228","MD-51","Shalimar Town","Mini Dumper","Old","Active","2023-05-27"
"1229","MD-54","Shalimar Town","Mini Dumper","Old","Active","2023-05-27"
"1230","MD-63","Shalimar Town","Mini Dumper","Old","Active","2023-05-27"
"1231","S-1","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1232","S-10","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1233","S-100","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1234","S-105","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1235","S-110","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1236","S-111","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1237","S-112","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1238","S-114","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1239","S-117","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1240","S-167","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1241","S-172","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1242","S-174","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1243","S-176","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1244","S-180","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1245","S-184","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1246","S-186","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1247","S-23","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1248","S-230","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1249","S-25","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1250","S-268","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1251","S-269","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1252","S-27","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1253","S-270","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1254","S-31","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1255","S-32","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1256","S-325","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1257","S-326","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1258","S-330","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1259","S-340","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1260","S-344","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1261","S-349","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1262","S-364","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1263","S-365","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1264","S-380","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1265","S-383","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1266","S-387","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1267","S-388","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1268","S-391","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1269","S-394","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1270","S-396","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1271","S-397","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1272","S-56","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1273","S-62","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1274","S-66","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1275","S-71","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1276","S-79","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1277","S-80","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1278","S-86","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1279","S-96","Shalimar Town","Mini Dumper","New","Active","2023-05-27"
"1280","M-110","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1281","M-111","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1282","M-118","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1283","M-119","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1284","M-122","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1285","M-125","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1286","M-132","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1287","M-133","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1288","M-44","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1289","M-72","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1290","M-76","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1291","M-82","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1292","M-83","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1293","M-84","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1294","M-85","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1295","MD-64","Wahga Town","Mini Dumper","Old","Active","2023-05-27"
"1296","MD-65","Wahga Town","Mini Dumper","Old","Active","2023-05-27"
"1297","MD-67","Wahga Town","Mini Dumper","Old","Active","2023-05-27"
"1298","S-106","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1299","S-12","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1300","S-145","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1301","S-148","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1302","S-149","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1303","S-153","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1304","S-158","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1305","S-161","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1306","S-170","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1307","S-198","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1308","S-199","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1309","S-20","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1310","S-207","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1311","S-249","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1312","S-257","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1313","S-259","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1314","S-260","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1315","S-266","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1316","S-289","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1317","S-291","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1318","S-305","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1319","S-312","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1320","S-313","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1321","S-331","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1322","S-334","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1323","S-336","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1324","S-342","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1325","S-343","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1326","S-346","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1327","S-347","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1328","S-355","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1329","S-356","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1330","S-357","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1331","S-358","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1332","S-359","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1333","S-67","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1334","S-81","Wahga Town","Mini Dumper","New","Active","2023-05-27"
"1335","WB-03-MP","Allama Iqbal Town","Miscelleneous","Old","Active","2023-05-27"
"1336","WB-01-MP","Night Operations","Miscelleneous","Old","Active","2023-05-27"
"1337","WB-06-MP","Night Operations","Miscelleneous","Old","Active","2023-05-27"
"1338","WB-14-MP","Night Operations","Miscelleneous","Old","Active","2023-05-27"
"1339","WB-04-MP","Nishter Town","Miscelleneous","Old","Active","2023-05-27"
"1340","WB-05-MP","Rajgarh Centre","Miscelleneous","Old","Active","2023-05-27"
"1341","WB-12-825-MP","Rajgarh Centre","Miscelleneous","Old","Active","2023-05-27"
"1342","WB-08-MP","Ring Road","Miscelleneous","Old","Active","2023-05-27"
"1343","WB-09-MP","Ring Road","Miscelleneous","Old","Active","2023-05-27"
"1344","WB-7-MP","Samanabad Town","Miscelleneous","Old","Active","2023-05-27"
"1345","P-36","Allama Iqbal Town","Pickup","Old","Active","2023-05-27"
"1346","P-41","Allama Iqbal Town","Pickup","Old","Active","2023-05-27"
"1347","P-44","Allama Iqbal Town","Pickup","Old","Active","2023-05-27"
"1348","P-45","Allama Iqbal Town","Pickup","Old","Active","2023-05-27"
"1349","P-46","Allama Iqbal Town","Pickup","Old","Active","2023-05-27"
"1350","P-17","Aziz Bhatti Town","Pickup","Old","Active","2023-05-27"
"1351","P-18","Aziz Bhatti Town","Pickup","Old","Active","2023-05-27"
"1352","P-23","Aziz Bhatti Town","Pickup","Old","Active","2023-05-27"
"1353","P-56","Communication","Pickup","Old","Active","2023-05-27"
"1354","P-62","Communication","Pickup","Old","Active","2023-05-27"
"1355","P-32","DGBT","Pickup","Old","Active","2023-05-27"
"1356","P-33","DGBT","Pickup","Old","Active","2023-05-27"
"1357","P-37","DGBT","Pickup","Old","Active","2023-05-27"
"1358","P-38","DGBT","Pickup","Old","Active","2023-05-27"
"1359","P-49","DGBT","Pickup","Old","Active","2023-05-27"
"1360","P-24","Gulberg Town","Pickup","Old","Active","2023-05-27"
"1361","P-25","Gulberg Town","Pickup","Old","Active","2023-05-27"
"1362","P-40","Gulberg Town","Pickup","Old","Active","2023-05-27"
"1363","P-53","Gulberg Town","Pickup","Old","Active","2023-05-27"
"1364","P-54","Gulberg Town","Pickup","Old","Active","2023-05-27"
"1365","P-61","Gulberg Town","Pickup","Old","Active","2023-05-27"
"1366","P-63","Gulberg Town","Pickup","Old","Active","2023-05-27"
"1367","P-60","MBS Multan","Pickup","Old","Active","2023-05-27"
"1368","P-47","Nishter Town","Pickup","Old","Active","2023-05-27"
"1369","P-48","Nishter Town","Pickup","Old","Active","2023-05-27"
"1370","P-05","Ravi Town","Pickup","Old","Active","2023-05-27"
"1371","P-06","Ravi Town","Pickup","Old","Active","2023-05-27"
"1372","P-12","Ring Road","Pickup","Old","Active","2023-05-27"
"1373","P-30","Ring Road","Pickup","Old","Active","2023-05-27"
"1374","P-31","Ring Road","Pickup","Old","Active","2023-05-27"
"1375","P-04","Samanabad Town","Pickup","Old","Active","2023-05-27"
"1376","P-39","Samanabad Town","Pickup","Old","Active","2023-05-27"
"1377","P-42","Samanabad Town","Pickup","Old","Active","2023-05-27"
"1378","P-43","Samanabad Town","Pickup","Old","Active","2023-05-27"
"1379","P-01","Shalimar Town","Pickup","Old","Active","2023-05-27"
"1380","P-10","Shalimar Town","Pickup","Old","Active","2023-05-27"
"1381","P-34","Shalimar Town","Pickup","Old","Active","2023-05-27"
"1382","P-59","Shalimar Town","Pickup","Old","Active","2023-05-27"
"1383","P-7","Shalimar Town","Pickup","Old","Active","2023-05-27"
"1384","P-13","Wahga Town","Pickup","Old","Active","2023-05-27"
"1385","P-50","Wahga Town","Pickup","Old","Active","2023-05-27"
"1386","P-51","Wahga Town","Pickup","Old","Active","2023-05-27"
"1387","R-1","DGBT","Rikshaw","New","Active","2023-05-27"
"1388","R-16","Gulberg Town","Rikshaw","New","Active","2023-05-27"
"1389","R-18","Gulberg Town","Rikshaw","New","Active","2023-05-27"
"1390","R-21","Gulberg Town","Rikshaw","New","Active","2023-05-27"
"1391","R-28","Gulberg Town","Rikshaw","New","Active","2023-05-27"
"1392","R-30","Gulberg Town","Rikshaw","New","Active","2023-05-27"
"1393","R-38","Gulberg Town","Rikshaw","New","Active","2023-05-27"
"1394","R-4","Gulberg Town","Rikshaw","New","Active","2023-05-27"
"1395","R-40","Gulberg Town","Rikshaw","New","Active","2023-05-27"
"1396","R-43","Gulberg Town","Rikshaw","New","Active","2023-05-27"
"1397","R-49","Gulberg Town","Rikshaw","New","Active","2023-05-27"
"1398","R-12","Nishter Town","Rikshaw","New","Active","2023-05-27"
"1399","R-17","Nishter Town","Rikshaw","New","Active","2023-05-27"
"1400","R-19","Nishter Town","Rikshaw","New","Active","2023-05-27"
"1401","R-29","Nishter Town","Rikshaw","New","Active","2023-05-27"
"1402","R-42","Nishter Town","Rikshaw","New","Active","2023-05-27"
"1403","R-46","Nishter Town","Rikshaw","New","Active","2023-05-27"
"1404","R-5","Nishter Town","Rikshaw","New","Active","2023-05-27"
"1405","R-7","Nishter Town","Rikshaw","New","Active","2023-05-27"
"1406","R-10","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1407","R-11","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1408","R-13","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1409","R-15","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1410","R-2","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1411","R-20","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1412","R-22","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1413","R-23","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1414","R-24","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1415","R-25","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1416","R-26","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1417","R-27","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1418","R-3","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1419","R-31","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1420","R-32","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1421","R-33","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1422","R-34","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1423","R-35","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1424","R-36","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1425","R-37","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1426","R-39","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1427","R-41","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1428","R-44","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1429","R-45","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1430","R-47","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1431","R-48","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1432","R-6","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1433","R-8","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1434","R-9","Ravi Town","Rikshaw","New","Active","2023-05-27"
"1435","MS-01","Night Operations","Sweeper","Old","Active","2023-05-27"
"1436","MS-02","Night Operations","Sweeper","Old","Active","2023-05-27"
"1437","MS-03","Night Operations","Sweeper","Old","Active","2023-05-27"
"1438","MS-031","Night Operations","Sweeper","Old","Active","2023-05-27"
"1439","MS-034","Night Operations","Sweeper","Old","Active","2023-05-27"
"1440","MS-035","Night Operations","Sweeper","Old","Active","2023-05-27"
"1441","MS-036","Night Operations","Sweeper","Old","Active","2023-05-27"
"1442","MS-05L","Night Operations","Sweeper","Old","Active","2023-05-27"
"1443","MS-06-MF-88","Night Operations","Sweeper","Old","Active","2023-05-27"
"1444","MS-08-MF-82","Night Operations","Sweeper","Old","Active","2023-05-27"
"1445","MS-09-MF-60","Night Operations","Sweeper","Old","Active","2023-05-27"
"1446","MS-10-MF-78","Night Operations","Sweeper","Old","Active","2023-05-27"
"1447","MS-11-MF-77","Night Operations","Sweeper","Old","Active","2023-05-27"
"1448","MS-13-MF-89","Night Operations","Sweeper","Old","Active","2023-05-27"
"1449","MS-14-MF-90","Night Operations","Sweeper","Old","Active","2023-05-27"
"1450","MS-15-MF-95","Night Operations","Sweeper","Old","Active","2023-05-27"
"1451","MS-18-MF-63","Night Operations","Sweeper","Old","Active","2023-05-27"
"1452","MS-20-MF-81","Night Operations","Sweeper","Old","Active","2023-05-27"
"1453","MS-23","Night Operations","Sweeper","Old","Active","2023-05-27"
"1454","MS-24-FT-48","Night Operations","Sweeper","Old","Active","2023-05-27"
"1455","MS-25-MF-86","Night Operations","Sweeper","Old","Active","2023-05-27"
"1456","MS-26","Night Operations","Sweeper","Old","Active","2023-05-27"
"1457","MS-26-FT-38","Night Operations","Sweeper","Old","Active","2023-05-27"
"1458","MS-27","Night Operations","Sweeper","Old","Active","2023-05-27"
"1459","MS-28-MF-80","Night Operations","Sweeper","Old","Active","2023-05-27"
"1460","MS-29-FT-53","Night Operations","Sweeper","Old","Active","2023-05-27"
"1461","MS-30","Night Operations","Sweeper","Old","Active","2023-05-27"
"1462","MS-301","Night Operations","Sweeper","Old","Active","2023-05-27"
"1463","MS-3012","Night Operations","Sweeper","Old","Active","2023-05-27"
"1464","MS-3013","Night Operations","Sweeper","Old","Active","2023-05-27"
"1465","MS-3015","Night Operations","Sweeper","Old","Active","2023-05-27"
"1466","MS-3017","Night Operations","Sweeper","Old","Active","2023-05-27"
"1467","MS-3019","Night Operations","Sweeper","Old","Active","2023-05-27"
"1468","MS-3020","Night Operations","Sweeper","Old","Active","2023-05-27"
"1469","MS-3021","Night Operations","Sweeper","Old","Active","2023-05-27"
"1470","MS-3022","Night Operations","Sweeper","Old","Active","2023-05-27"
"1471","MS-3023","Night Operations","Sweeper","Old","Active","2023-05-27"
"1472","MS-3024","Night Operations","Sweeper","Old","Active","2023-05-27"
"1473","MS-3025","Night Operations","Sweeper","Old","Active","2023-05-27"
"1474","MS-3026","Night Operations","Sweeper","Old","Active","2023-05-27"
"1475","MS-3028","Night Operations","Sweeper","Old","Active","2023-05-27"
"1476","MS-3029","Night Operations","Sweeper","Old","Active","2023-05-27"
"1477","MS-3030","Night Operations","Sweeper","Old","Active","2023-05-27"
"1478","MS-3031","Night Operations","Sweeper","Old","Active","2023-05-27"
"1479","MS-3032","Night Operations","Sweeper","Old","Active","2023-05-27"
"1480","MS-3033","Night Operations","Sweeper","Old","Active","2023-05-27"
"1481","MS-31","Night Operations","Sweeper","Old","Active","2023-05-27"
"1482","MS-32-MF-83","Night Operations","Sweeper","Old","Active","2023-05-27"
"1483","MS-33","Night Operations","Sweeper","Old","Active","2023-05-27"
"1484","MS-34-FT-40","Night Operations","Sweeper","Old","Active","2023-05-27"
"1485","MS-35-FT-42","Night Operations","Sweeper","Old","Active","2023-05-27"
"1486","MS-36-FT-54","Night Operations","Sweeper","Old","Active","2023-05-27"
"1487","MS-37-FT-35","Night Operations","Sweeper","Old","Active","2023-05-27"
"1488","MS-42-FT-52","Night Operations","Sweeper","Old","Active","2023-05-27"
"1489","MS-43","Night Operations","Sweeper","Old","Active","2023-05-27"
"1490","MS-45-FT-57","Night Operations","Sweeper","Old","Active","2023-05-27"
"1491","MS-46-FT-58","Night Operations","Sweeper","Old","Active","2023-05-27"
"1492","MS-47","Night Operations","Sweeper","Old","Active","2023-05-27"
"1493","MS-48-FT-60","Night Operations","Sweeper","Old","Active","2023-05-27"
"1494","MS-49","Night Operations","Sweeper","Old","Active","2023-05-27"
"1495","MS-49-FT-61","Night Operations","Sweeper","Old","Active","2023-05-27"
"1496","MW-3002","Night Operations","Sweeper","Old","Active","2023-05-27"
"1497","MW-3003","Night Operations","Sweeper","Old","Active","2023-05-27"
"1498","Mw-3004","Night Operations","Sweeper","Old","Active","2023-05-27"
"1499","Mw-3005","Night Operations","Sweeper","Old","Active","2023-05-27"
"1500","MW-3006","Night Operations","Sweeper","Old","Active","2023-05-27"
"1501","VS-01","Night Operations","Sweeper","Old","Active","2023-05-27"
"1502","VS-02","Night Operations","Sweeper","Old","Active","2023-05-27"
"1503","VS-04","Night Operations","Sweeper","Old","Active","2023-05-27"
"1504","VS-05","Night Operations","Sweeper","Old","Active","2023-05-27"
"1505","FT-25","Ravi Town","Sweeper","Old","Active","2023-05-27"
"1506","MS-07-MF-79","Ring Road","Sweeper","Old","Active","2023-05-27"
"1507","MS-17-MF-70","Ring Road","Sweeper","Old","Active","2023-05-27"
"1508","MS-19","Ring Road","Sweeper","Old","Active","2023-05-27"
"1509","MS-21-MF-85","Ring Road","Sweeper","Old","Active","2023-05-27"
"1510","MS-22-FT-46","Ring Road","Sweeper","Old","Active","2023-05-27"
"1511","MS-38-FT-44","Ring Road","Sweeper","Old","Active","2023-05-27"
"1512","MS-39-FT-51","Ring Road","Sweeper","Old","Active","2023-05-27"
"1513","MS-40-FT-66","Ring Road","Sweeper","Old","Active","2023-05-27"
"1514","MS-41-FT-56","Ring Road","Sweeper","Old","Active","2023-05-27"
"1515","MS-50-FT-62","Ring Road","Sweeper","Old","Active","2023-05-27"
"1516","MS-51-FT-63","Ring Road","Sweeper","Old","Active","2023-05-27"
"1517","MS-52-FT-65","Ring Road","Sweeper","Old","Active","2023-05-27"
"1518","MS-53-FT-64","Ring Road","Sweeper","Old","Active","2023-05-27"
"1519","7360","Ravi Town","Tracker not Installe","Old","Active","2023-05-27"
"1520","T-61","Ravi Town","Tracker not Installe","Old","Active","2023-05-27"
"1521","T-65","Ravi Town","Tracker not Installe","Old","Active","2023-05-27"
"1522","T-68","Ravi Town","Tracker not Installe","Old","Active","2023-05-27"
"1523","T-71","Ravi Town","Tracker not Installe","Old","Active","2023-05-27"
"1524","T-74","Ravi Town","Tracker not Installe","Old","Active","2023-05-27"
"1525","TR-03","TR-Saggian","Trailer","Old","Active","2023-05-27"
"1526","TR-04","TR-Saggian","Trailer","Old","Active","2023-05-27"
"1527","TR-06","TR-Saggian","Trailer","Old","Active","2023-05-27"
"1528","TR-07","TR-Saggian","Trailer","Old","Active","2023-05-27"
"1529","TR-08","TR-Saggian","Trailer","Old","Active","2023-05-27"
"1530","TR-10","TR-Saggian","Trailer","Old","Active","2023-05-27"
"1531","TR-11","TR-Saggian","Trailer","Old","Active","2023-05-27"
